freqValuesSource,fourierValuesSource,fourierValuesFilter1,fourierValuesFilter2,original
169.0,8.198884282488274e-05,8.168128637030283e-05,8.09393110981833e-05,0.00010097286313056097
170.0,9.714132649059066e-05,0.00010272596871544914,0.00010236540346960554,7.270181082448117e-05
171.0,0.00015019825445537015,0.00016007831129973541,0.00016037322597001563,0.0001491440923841586
172.0,0.00028610852296132906,0.00027475220821884897,0.0002712606631184258,0.00022090889749351898
173.0,0.00031865367630452276,0.00031078347948329256,0.0003099159391401702,0.0002573235767432399
174.0,0.00023727320603791205,0.00023825069914574254,0.00023561729404983638,0.0001877248972662688
175.0,0.00038288923311531543,0.0003843286530126129,0.0003810400378866802,0.0001891780904517299
176.0,0.0002346744568726114,0.0002316258311385084,0.0002300143537010042,0.00012037415277816751
177.0,0.0002661466027282256,0.00026561385166187464,0.00026259731777036156,0.00018384437105413274
178.0,0.0002669396854988885,0.00027240848654720777,0.00026919190017348166,0.00027057950976812096
179.0,0.00018179865708726724,0.00017940183953329833,0.00017738485350916422,0.0002219994757253115
180.0,0.00013374834567720598,0.00012766643991678623,0.0001250871863124444,0.0002410759430008919
181.0,0.00010775190947829993,0.00010228277359969366,0.00010152944954772935,6.183135216411949e-05
182.0,0.00010969921932050824,0.00011324551272872363,0.00011250942851134658,7.358688486337326e-05
183.0,9.036609794528892e-05,9.389447170272882e-05,9.227442532218973e-05,0.00012762941698853822
184.0,4.6060021570707944e-05,4.3460069650121385e-05,4.3268551476951934e-05,3.972352963583358e-05
185.0,5.4184468623380364e-05,5.309267955175032e-05,5.402391326064813e-05,0.00010058229847814405
186.0,8.053362745534983e-05,7.677741670365758e-05,7.555339459168727e-05,0.00011069735592846335
187.0,5.1416273576044736e-05,5.0066707139836255e-05,4.9936515703034175e-05,6.109236930637902e-05
188.0,5.087311458651068e-05,4.2489282654019255e-05,4.086024161545819e-05,0.00010647197738620022
189.0,0.00012974638425232047,0.00013101268760449126,0.00012897952755512696,5.442590645311909e-05
190.0,3.4085099342314014e-05,3.59407354000103e-05,3.5254753911339456e-05,6.267119383995704e-05
191.0,2.351654361290896e-05,2.5809801402544315e-05,2.486897836006112e-05,3.862999028816122e-05
192.0,6.218574970438562e-05,6.086554110142357e-05,5.865036967875648e-05,5.623135958003519e-05
193.0,4.298676893279332e-05,4.1463300330540215e-05,4.142124415562277e-05,2.7343109660696446e-05
194.0,0.0001472136489083517,0.00014531724279706048,0.00014406307715381542,0.00013404659762511996
195.0,6.358405397364755e-05,6.310242334733471e-05,6.255904615646473e-05,6.68379459406884e-05
196.0,0.00013115094556708884,0.00013293427576538863,0.0001316080946819621,7.176066716956673e-05
197.0,0.00015850764478231825,0.00014493432038638611,0.00014661741736017467,0.00020576328264074585
198.0,0.0001498859847793489,0.00015648163297278173,0.00015636060796920384,0.00016225719519336856
199.0,0.00023024684078381337,0.00024091766309640292,0.00023828071385002044,0.0001699146185640767
200.0,9.883152324006358e-05,0.00011462850234526787,0.00011455701057324273,0.00039403165268197784
201.0,0.00010196323880289704,9.479302422967656e-05,9.428766620705477e-05,0.00011323743230349582
202.0,0.00022653415459263367,0.0002279968941167478,0.0002262723142728572,0.0001503867926851944
203.0,0.000540826761789922,0.0005546148732622183,0.0005468520077390609,0.0010409312779643828
204.0,0.001127145324557152,0.0010889748480501231,0.001076712173294648,0.0004074549969978217
205.0,0.000566165141552745,0.0005701656680604835,0.0005633786025390921,0.00029250944415119167
206.0,0.0006361635926200089,0.0006355068100188498,0.0006259593217701134,0.00016619215690284706
207.0,0.0003113304708894244,0.00032311992548053224,0.0003191554812855474,0.0004295392978556854
208.0,0.00034650052028973194,0.0003257726703682688,0.00032176070016440804,0.0006413168216334857
209.0,0.00024210280611151349,0.0002744584832877289,0.0002714372721076783,0.00028099313864888144
210.0,0.000546074919356057,0.0005504913449341923,0.0005460798917992303,0.00041870364382609647
211.0,0.0001628599621195722,0.00016512263491158026,0.00016120464813293897,0.00016669761186786472
212.0,0.00015785150506481287,0.00016110946522030623,0.0001591033455829538,0.00016401706346912462
213.0,0.00023168446578131655,0.00023418481898528122,0.0002329030999709139,0.0003013897699503069
214.0,0.00029329337616961583,0.00031487424005605233,0.0003107856455237751,0.00022648423955703946
215.0,9.339207705723508e-05,0.00010452580952728462,0.00010303213304760353,6.963348703339399e-05
216.0,0.0001607787247635408,0.00016034562954057331,0.00015701754012095246,0.0002417221435105246
217.0,0.0001275311733963652,0.00011597203612703353,0.00011508064309114123,0.0001963011941462876
218.0,0.0001228350120706289,0.00011914597622263405,0.00011526327988906864,9.526367021488504e-05
219.0,0.00013588358152039052,0.00013332857558589865,0.00013284069024502456,0.0002687769086239664
220.0,0.00011108738279141453,0.0001034112638104463,0.00010203453526470373,0.0002132827602855993
221.0,0.00025325176418699517,0.00023798844699198955,0.00023343301281661844,0.00014659286040971529
222.0,0.00015808572698212055,0.00015149356621844775,0.00015064411755100668,7.996897061541767e-05
223.0,0.00015835294600701047,0.0001678048969336418,0.00016651970789199574,0.0001546359836179883
224.0,0.00010740079129452595,0.00011158216636103462,0.00011106815948070635,0.00040818386661235984
225.0,8.694678464088649e-05,8.565921662448925e-05,8.480350914838607e-05,3.3127884342590446e-05
226.0,0.0003262479128803078,0.00032080791281200463,0.0003154851952373956,0.00014339839686566667
227.0,0.00010428145566684707,8.894736930115911e-05,8.830637645444951e-05,0.00021799627058090803
228.0,0.00011569053624997128,0.00011955741071394226,0.00011766004075723665,0.0002858471002757583
229.0,0.00016999091335247836,0.00016461680155593675,0.00016001455453170567,0.00016802370063041138
230.0,9.610311117761987e-05,9.802592151657322e-05,9.520257292183642e-05,0.00013905416652568623
231.0,0.00021429791480748284,0.00021161110024305494,0.00020839262613876376,0.00023149238808513193
232.0,0.0008037751360357293,0.0008037190331939634,0.0007923009997222513,0.0002898924927569141
233.0,0.00020999632863972142,0.00019645790231738328,0.00019336570864011133,0.00028264275750370814
234.0,0.0002189218919366735,0.0002364939092332836,0.00023281540313405488,5.906775378124043e-05
235.0,0.0001928223903910984,0.00019600609927389665,0.0001942816908860991,1.3180874580126818e-05
236.0,0.00013874934334704708,0.0001442138205514369,0.0001404408745730411,0.00018782381370682107
237.0,0.00023360666197676797,0.00023615609308604197,0.00023334590407667223,0.0003361768908193122
238.0,0.00041188447870574134,0.0004183941151595556,0.0004110668995906577,0.0004003032515460587
239.0,0.0002736833419853512,0.00030613770294973043,0.00029926089180173096,0.00013583797241061737
240.0,0.0002861577814634577,0.0002745524939130007,0.00026943875799696293,0.00011695246112291583
241.0,0.0007376538945522113,0.0007593789752347576,0.0007475340253530055,8.305155201238487e-05
242.0,0.00036003901022034084,0.000348760169827729,0.0003423619990689775,0.00025865306546444096
243.0,0.0004024796896770967,0.000372185603567106,0.00036641352156833746,0.000328942772850171
244.0,3.308434128371819e-05,2.199137235909466e-05,2.3658415405209088e-05,0.0001743791852110175
245.0,0.00017930489368702345,0.00020320579406172388,0.00019888636852011382,0.0007726331921671806
246.0,0.0001286055569689399,0.0001286550957126849,0.00012537281186056934,0.0009657244213121578
247.0,0.0005050608350993001,0.0005263719781489035,0.0005174617960894235,0.0004948562991595064
248.0,0.0012193540052795012,0.0012213114030519242,0.0011983727010636657,0.0002688487324304968
249.0,0.0010586036069222375,0.0010952300466972639,0.0010774785546143325,0.00023131849459022283
250.0,0.00047449621745592976,0.00046620846034402144,0.00045932046823348864,0.001010272726802728
251.0,0.00034526363357902074,0.0003696502030857959,0.0003617703438243856,0.00020331747214795371
252.0,0.0009040383774059664,0.000858534066607814,0.000847113273749931,0.001163207110897041
253.0,0.0003563818672501072,0.00032004712361880845,0.0003131600312237798,0.0006666333760179398
254.0,0.0007323642406513647,0.0006661290604138857,0.0006529524879839286,0.0010917209031929553
255.0,0.0001658537635318915,0.00026105633010827976,0.00025631709673436785,0.0004519385116568476
256.0,0.0007094561330721939,0.0006531248075367785,0.0006405496270979794,0.000591514475648643
257.0,0.0007124808637137223,0.0006745511233249224,0.0006631515431465824,0.0013275352037304185
258.0,0.000421777875036848,0.0004283316452674215,0.0004186194422848698,0.0019086876380789814
259.0,0.0012897136440502802,0.0012743415786979598,0.0012484896781768146,0.0004643236088556223
260.0,0.000760375803353786,0.0006649319794048322,0.0006499820451551275,0.0011088962338644869
261.0,0.0012079566074949723,0.0011792896884353088,0.001156636902172152,0.0011727138819520367
262.0,0.000685305307994711,0.0006518764176785896,0.0006375366555322505,0.0003882378197422082
263.0,0.0004607047002605863,0.0004062500579675897,0.00040110247060168183,0.00042952511994998207
264.0,0.0008226633512230035,0.0008409269342903911,0.0008241459946247473,0.0010193642070977097
265.0,0.001088565741220706,0.00107503091942192,0.0010525701818154386,0.000819389913397543
266.0,0.0007601330902327106,0.0007312448941912663,0.0007177556200668021,0.00018713266465460152
267.0,5.4613591837795196e-05,8.872831591017144e-05,8.467188369373185e-05,0.0002967507344889856
268.0,0.0009442468573251545,0.0009663999397674059,0.0009473993153872178,0.00020842450135953765
269.0,0.0006738552931471807,0.0006836520929006533,0.000666739864812433,0.0012502803287870276
270.0,0.00016572412750405846,0.00013363660953302282,0.00013004522927460572,0.0008985166659636356
271.0,0.000564104393286056,0.000523897873831979,0.0005109645292077046,0.0007620815673614166
272.0,0.00042441252676258395,0.00046099953833268764,0.00045219270610725635,0.00025905712056465877
273.0,0.0003065637549952677,0.0003113691304603181,0.00030726801397046495,0.0008054161066025217
274.0,0.0007462437076482908,0.0006757173146662403,0.0006623108493974104,0.0008118889494363117
275.0,0.00094854791511813,0.0008584325274719828,0.0008384772502209853,0.0006264476567415674
276.0,0.0006632281208312007,0.0006643667145577976,0.0006526451158279679,0.00026159395713664524
277.0,0.0008128073090510785,0.00075573689392167,0.0007381212664195235,0.00028463180409513247
278.0,0.000741855086630847,0.0008097156826705867,0.0007901776600970861,0.001077401981002936
279.0,0.0003550677517641871,0.00039463791322203574,0.0003849638463747838,0.0012843276267523879
280.0,0.0013836672524187039,0.001353119136072628,0.0013230304336852355,0.0006301513238766391
281.0,0.0010830801503062385,0.0011021600640990729,0.0010766600041303427,0.0026371156066715582
282.0,0.00042645532839329466,0.00044151011380180375,0.00042897875800062505,0.00180387573213973
283.0,0.0010565678365612073,0.0011055957819631683,0.0010780841747717832,0.0009544470660655832
284.0,0.0015546426391154508,0.0014968893786340002,0.0014636406249697322,0.0013212831935279581
285.0,0.0005535170839488189,0.0004812232523340177,0.000471978469931223,0.0005209002046089907
286.0,0.0006802077581446275,0.0007445742221547611,0.0007266831326571239,0.0007162643208437027
287.0,0.000601681441044219,0.0006273775038834327,0.0006128595980564304,0.0005948592742007594
288.0,0.00032558161512349785,0.0003394762378577334,0.0003305318439368335,0.0005240812158024361
289.0,0.0005360017245523352,0.0005202857066999651,0.0005098292857546437,0.0004954691071956361
290.0,7.759397872227342e-05,0.00010153849677147697,9.775386646143798e-05,0.000490849397858886
291.0,0.0006701779360162358,0.0006452308989159395,0.0006286636620610124,0.00014099418325205852
292.0,0.0004663392800923052,0.0004609088270041133,0.00044918428754834265,0.00018013778259750912
293.0,0.0004999898474690171,0.00045897355378035523,0.0004474115965854678,0.00022541710764741624
294.0,0.00011326617930550517,0.0001499777394287798,0.0001467903970777734,0.0003492759428983787
295.0,0.0006109412056041913,0.0005791116858035361,0.0005641739344486684,0.0001361844873304844
296.0,0.00013916385780749003,0.00012492985373039684,0.00012341144884007107,0.00014498936101352402
297.0,0.0002594299165837485,0.00022863341572127796,0.00022128902737684407,6.879519161559528e-05
298.0,0.0003315791233705136,0.00035464948898502,0.00034580227093481374,0.0002977246856998397
299.0,0.00019825822489542513,0.0001909692407156389,0.0001848898671500646,0.00036575316616529514
300.0,0.00020546856869483996,0.00019526917007542323,0.0001898682767930144,0.0002216812514495712
301.0,0.00031787631025705543,0.0003093858121916658,0.0002988452187910568,0.00013983459748390166
302.0,0.0002726405967367988,0.00028402164278209954,0.00027468733637543095,0.0001430939578600729
303.0,0.00011400832602625117,0.00011509336791467986,0.00011201391213434027,0.0004265363358397187
304.0,0.00037533165082994464,0.00036328295821526184,0.0003538181343749617,0.00022820411202920227
